URN,Pupil Premium Incentive,Sparsity Incentive
100794,1,1
100795,1,1
100796,0,1
100798,1,1
100800,1,1
100801,0,1
100803,1,1
100808,1,1
100809,1,1
100811,1,1
100812,1,1
100813,1,1
100815,1,1
100816,1,1
100817,1,1
100818,1,1
100819,1,1
100821,1,1
100822,1,1
100823,0,1
100824,1,1
100825,1,1
100826,1,1
100827,1,1
100828,1,1
100829,1,1
100830,0,1
100833,0,1
100834,1,1
100835,1,1
100836,1,1
100837,1,1
100839,1,1
100840,0,1
100841,1,1
100849,1,1
100852,0,1
100853,1,1
100854,1,1
100855,1,1
100857,1,1
100872,1,1
100875,0,1
100876,0,1
100878,1,1
100879,1,1
100880,1,1
100881,1,1
100882,0,1
100884,0,1
100886,0,1
100887,0,1
100889,1,1
100890,1,1
100891,1,1
100892,0,1
100894,1,1
100895,1,1
100896,1,1
100897,0,1
100898,1,1
100902,1,1
100903,0,1
100904,1,1
100906,1,1
100907,1,1
100908,1,1
100911,1,1
100912,1,1
100913,1,1
100914,1,1
100915,0,1
100916,1,1
100917,1,1
100920,1,1
100923,1,1
100926,0,1
100927,1,1
100928,1,1
100930,1,1
100931,1,1
100934,1,1
100936,1,1
100937,1,1
100938,0,1
100939,1,1
100940,1,1
100943,1,1
100944,0,1
100946,1,1
100949,1,1
100950,1,1
100951,0,1
100953,1,1
100954,1,1
100958,1,1
100959,1,1
100960,0,1
100961,1,1
100962,0,1
100965,1,1
100966,1,1
100967,1,1
100972,1,1
100973,1,1
100974,1,1
100975,1,1
100977,1,1
100978,1,1
100978,1,1
100986,1,0
100987,1,1
100989,1,1
100990,0,1
100991,0,1
100992,0,1
100994,1,1
100995,1,1
100996,0,1
100997,0,1
101001,0,1
101005,0,1
101006,1,1
101007,0,1
101009,0,1
101011,0,1
101012,0,1
101013,0,1
101014,1,1
101016,0,1
101018,0,1
101019,1,1
101020,1,1
101021,1,1
101022,1,1
101024,1,1
101026,0,1
101027,1,1
101028,1,1
101029,1,1
101031,1,1
101032,0,1
101034,0,1
101035,1,1
101036,0,1
101037,0,1
101038,1,1
101041,1,1
101042,0,1
101043,0,1
101044,1,1
101045,1,1
101046,0,1
101047,1,1
101048,1,1
101049,0,1
101050,1,1
101051,0,1
101052,0,1
101057,1,1
101094,1,1
101095,1,0
101099,1,1
101102,1,1
101103,1,1
101104,0,1
101105,0,1
101106,0,1
101107,0,1
101110,1,1
101111,1,1
101115,1,1
101116,1,1
101117,0,1
101120,1,1
101121,1,1
101122,1,1
101123,0,1
101124,1,1
101125,1,1
101126,1,1
101127,1,1
101128,1,1
101129,1,1
101130,0,1
101131,1,1
101132,1,1
101134,1,1
101135,1,1
101135,1,1
101136,1,1
101137,1,1
101138,0,1
101139,1,1
101140,0,1
101141,0,1
101143,0,1
101144,1,1
101147,1,1
101154,1,1
101182,1,1
101184,1,1
101188,0,1
101192,0,1
101193,0,1
101196,0,1
101198,0,1
101202,0,1
101203,0,1
101206,1,1
101211,0,1
101212,0,1
101216,1,1
101219,0,1
101220,1,1
101222,1,1
101223,0,1
101224,1,1
101226,1,1
101227,1,1
101228,1,1
101229,0,1
101230,1,1
101231,0,1
101232,1,1
101234,1,1
101237,1,1
101241,0,1
101243,1,1
101244,1,1
101245,1,1
101247,0,1
101251,0,1
101252,0,1
101253,0,1
101254,0,1
101255,1,1
101258,0,1
101259,1,1
101262,0,1
101263,0,1
101264,0,1
101266,0,1
101269,1,1
101270,1,1
101271,0,1
101272,0,1
101274,0,1
101275,1,1
101277,1,1
101278,1,1
101279,0,1
101280,0,1
101281,0,1
101282,0,1
101283,1,1
101285,1,1
101286,0,1
101289,1,1
101290,0,1
101293,0,1
101294,0,1
101295,0,1
101296,0,1
101298,0,1
101299,1,1
101301,1,1
101304,1,1
101309,0,1
101311,1,1
101312,1,1
101313,1,1
101314,1,1
101315,1,1
101316,0,1
101317,0,1
101318,0,1
101319,0,1
101321,0,1
101323,0,1
101324,0,1
101325,1,1
101326,0,1
101327,0,1
101328,0,1
101329,0,1
101330,0,1
101331,0,1
101332,1,1
101333,0,1
101334,0,1
101335,0,1
101337,0,1
101338,0,1
101339,0,1
101340,0,1
101341,0,1
101342,1,1
101345,1,1
101356,0,0
101361,0,1
101362,0,1
101364,0,1
101376,0,1
101395,1,1
101396,1,1
101397,1,1
101402,0,1
101403,0,1
101413,0,1
101426,0,1
101429,0,1
101434,0,1
101437,1,1
101451,0,1
101455,0,1
101456,0,1
101457,0,1
101458,0,1
101460,0,1
101487,1,1
101489,0,1
101490,0,1
101491,0,1
101492,0,1
101493,1,0
101494,1,0
101495,0,1
101496,1,1
101497,0,1
101498,0,1
101499,1,1
101500,0,1
101501,0,1
101502,0,1
101503,0,1
101504,1,1
101506,0,1
101507,0,1
101508,1,1
101509,0,1
101510,0,1
101511,0,1
101512,0,1
101515,0,1
101518,0,1
101519,0,1
101520,1,1
101521,1,1
101522,1,1
101524,1,1
101526,0,1
101527,0,1
101528,0,1
101530,1,1
101531,0,1
101533,0,1
101534,1,1
101535,0,1
101537,1,1
101539,0,1
101542,0,1
101543,0,1
101544,0,1
101545,1,1
101546,0,1
101549,0,1
101554,1,1
101555,0,1
101556,1,1
101564,1,1
101574,1,1
101581,1,1
101601,0,0
101635,0,0
101641,1,0
101676,0,0
101697,1,0
101702,0,1
101704,0,1
101705,0,1
101706,1,1
101712,1,1
101720,1,1
101721,1,1
101725,1,1
101733,1,1
101745,1,1
101746,0,1
101756,0,1
101758,0,1
101759,0,1
101760,0,1
101773,0,1
101776,1,1
101778,0,1
101779,0,1
101781,0,1
101783,0,1
101785,1,1
101787,1,1
101788,0,1
101792,0,1
101793,0,1
101795,1,1
101797,0,1
101800,0,1
101803,1,1
101811,1,1
101814,1,1
101815,1,1
101821,1,1
101849,0,1
101851,1,1
101852,1,1
101854,1,1
101855,1,1
101856,1,1
101858,0,1
101860,0,1
101862,0,1
101867,1,1
101868,1,1
101869,1,1
101870,0,1
101873,1,1
101874,0,1
101875,1,1
101876,1,1
101877,1,1
101878,0,1
101879,1,1
101880,1,1
101881,1,1
101884,0,1
101885,1,1
101886,1,1
101887,0,1
101888,0,1
101889,1,1
101890,0,1
101891,1,1
101892,0,1
101893,1,1
101894,1,1
101895,1,1
101896,0,1
101897,0,1
101898,1,1
101899,1,1
101900,1,1
101901,0,1
101902,1,1
101903,1,1
101904,0,1
101905,0,1
101906,1,1
101907,1,1
101908,1,1
101909,1,1
101910,1,1
101911,1,1
101912,0,1
101913,1,1
101916,0,1
101919,0,1
101920,0,1
101921,0,1
101922,0,1
101923,0,1
101924,0,1
101925,0,1
101926,0,1
101927,0,1
101928,1,1
101934,0,1
101939,1,1
101940,1,1
101941,1,1
101943,1,1
101965,1,1
101966,1,1
101968,1,1
101969,1,1
101970,1,1
101971,1,1
101972,1,0
101981,1,0
101983,1,0
101984,1,0
101989,0,0
101992,1,0
101993,1,0
101994,0,0
101996,0,0
101997,0,0
101998,1,0
102002,1,0
102003,0,0
102004,0,0
102005,1,0
102006,1,0
102014,1,0
102022,1,0
102024,1,0
102025,0,0
102026,1,0
102027,0,0
102028,0,0
102029,0,0
102030,0,0
102031,1,0
102032,1,0
102033,1,0
102034,0,0
102035,0,0
102036,1,0
102037,1,0
102038,0,0
102039,0,0
102040,0,0
102041,1,0
102045,0,0
102048,1,0
102049,1,0
102052,1,0
102053,0,0
102054,1,0
102055,0,0
102056,1,0
102058,1,0
102066,1,0
102067,1,0
102069,1,0
102070,1,0
102071,0,1
102072,0,1
102073,0,1
102078,0,1
102079,0,1
102080,0,1
102081,0,1
102084,0,1
102085,0,1
102087,1,1
102091,1,1
102092,0,1
102094,1,1
102097,0,1
102098,0,1
102106,0,1
102107,0,1
102110,0,1
102111,0,1
102115,1,1
102120,1,1
102121,0,1
102124,1,1
102125,1,1
102127,1,1
102128,0,1
102129,0,1
102130,0,1
102131,1,1
102132,0,1
102135,0,1
102136,0,1
102139,1,1
102142,0,1
102143,1,1
102144,0,1
102145,1,1
102146,0,1
102147,0,1
102148,0,1
102149,1,1
102150,0,1
102151,0,1
102152,0,1
102153,1,1
102154,0,1
102156,0,1
102157,1,1
102175,1,1
102176,1,1
102177,1,1
102178,1,1
102180,1,1
102181,0,1
102185,0,1
102186,0,1
102187,0,1
102188,0,1
102189,0,1
102193,1,1
102199,0,1
102202,1,1
102204,0,1
102207,0,1
102209,0,1
102211,0,1
102212,0,1
102213,0,1
102214,0,1
102215,1,1
102216,0,1
102222,0,1
102223,0,1
102224,0,1
102230,0,1
102231,0,1
102239,1,1
102260,1,1
102268,0,0
102269,0,0
102272,0,0
102276,0,0
102278,0,0
102280,0,0
102283,0,0
102285,0,0
102291,1,0
102294,1,0
102295,0,0
102299,0,0
102303,1,0
102304,0,0
102308,0,0
102309,0,0
102312,0,0
102313,0,0
102314,0,0
102316,0,0
102317,1,0
102319,1,0
102321,0,0
102322,1,0
102324,1,0
102325,1,0
102328,0,0
102329,0,0
102330,0,0
102331,0,0
102332,0,0
102334,0,0
102335,0,0
102336,0,0
102362,1,0
102365,0,0
102368,0,0
102369,0,0
102373,1,0
102375,1,0
102377,0,0
102379,0,0
102380,0,0
102381,0,0
102382,0,0
102383,0,0
102384,0,0
102385,0,0
102388,0,0
102391,1,0
102392,1,0
102393,0,0
102394,0,0
102399,1,0
102400,0,0
102403,1,0
102404,1,0
102407,0,0
102408,1,0
102409,0,0
102411,1,0
102413,0,0
102414,0,0
102416,0,0
102417,0,0
102418,0,0
102420,0,0
102421,0,0
102422,0,0
102423,0,0
102424,0,0
102425,0,0
102426,0,0
102430,0,0
102432,0,0
102433,0,0
102434,0,0
102435,0,0
102438,0,0
102439,0,0
102449,1,0
102451,1,0
102462,1,0
102464,1,0
102465,1,0
102470,0,1
102471,1,1
102472,1,1
102484,0,1
102485,0,1
102486,1,1
102491,0,1
102492,0,1
102493,0,1
102494,0,1
102496,0,1
102500,0,1
102503,0,1
102504,0,1
102505,0,1
102506,0,1
102512,1,1
102514,0,1
102515,0,1
102519,0,1
102520,1,1
102523,0,1
102524,1,1
102526,0,1
102527,0,1
102528,0,1
102529,0,1
102531,0,1
102539,1,1
102545,0,1
102554,1,1
102555,1,1
102556,1,1
102558,1,1
102560,0,1
102562,1,1
102564,0,1
102565,0,1
102567,0,1
102568,0,1
102574,0,1
102575,0,1
102576,0,1
102577,0,1
102578,0,1
102579,1,1
102580,0,1
102581,0,1
102582,1,1
102583,0,1
102585,0,1
102586,0,1
102587,0,1
102588,0,1
102589,0,1
102590,0,1
102591,0,1
102592,0,1
102593,0,1
102594,0,1
102595,0,1
102596,0,1
102604,0,1
102626,1,1
102628,0,1
102629,1,1
102632,0,1
102633,0,1
102634,0,1
102635,1,1
102636,1,1
102638,1,1
102639,0,1
102640,1,1
102642,0,1
102643,1,1
102644,0,1
102645,1,1
102646,1,1
102647,0,1
102648,0,1
102649,1,1
102652,1,1
102653,1,1
102654,0,1
102655,0,1
102656,1,1
102661,1,1
102662,0,1
102663,1,1
102664,0,1
102665,0,1
102666,0,1
102667,0,1
102668,0,1
102669,0,1
102670,0,1
102671,0,1
102672,1,1
102673,0,1
102674,1,1
102679,0,1
102681,0,1
102683,0,1
102697,1,1
102698,1,1
102699,1,1
102700,0,1
102701,0,1
102702,0,1
102703,0,1
102704,0,1
102705,0,1
102706,0,1
102708,1,1
102709,0,1
102710,1,1
102711,0,1
102712,1,1
102716,1,1
102721,0,1
102722,0,1
102723,1,1
102725,1,1
102728,1,1
102729,1,1
102730,1,1
102735,0,1
102736,0,1
102740,1,1
102742,1,1
102745,1,1
102746,1,1
102748,0,1
102751,1,1
102752,1,1
102755,1,1
102758,1,1
102759,1,1
102763,0,1
102764,1,1
102765,1,1
102766,0,1
102773,0,1
102776,1,1
102782,1,1
102786,1,1
102787,1,1
102794,1,1
102795,0,1
102798,0,1
102802,0,1
102805,0,1
102806,0,1
102807,0,1
102808,0,1
102811,0,1
102812,0,1
102819,0,1
102820,0,1
102823,0,1
102830,0,1
102831,0,1
102832,0,1
102833,0,1
102834,0,1
102835,0,1
102836,0,1
102837,0,1
102838,0,1
102839,0,1
102840,0,1
102841,0,1
102842,0,1
102844,0,1
102845,0,1
102847,0,1
102849,1,1
102850,0,1
102851,0,1
102852,0,1
102854,0,1
102856,0,1
102857,0,1
102858,1,1
102860,0,1
102861,0,1
102878,1,1
102879,1,1
102881,1,1
102882,0,0
102883,0,0
102884,1,0
102885,0,0
102886,0,0
102887,0,0
102888,0,0
102889,0,0
102890,1,0
102891,1,0
102892,0,0
102893,0,0
102895,0,0
102896,0,0
102897,0,0
102898,0,0
102900,0,0
102901,0,0
102902,0,0
102903,0,0
102904,1,0
102905,0,0
102906,0,0
102907,1,0
102908,0,0
102909,0,0
102910,0,0
102911,0,0
102912,0,0
102913,0,0
102914,0,0
102915,0,0
102916,0,0
102917,0,0
102918,0,0
102919,0,0
102920,0,0
102921,0,0
102929,0,0
102955,0,1
102956,0,1
102969,0,1
102971,0,1
102975,1,1
102981,0,1
102982,0,1
102983,0,1
102984,0,1
102985,0,0
102986,1,1
102990,0,1
102991,0,1
102992,0,1
102993,0,1
102994,0,1
102995,0,1
102996,0,1
102997,0,1
103005,0,1
103009,0,1
103013,0,1
103025,1,1
103027,0,1
103028,0,1
103030,0,1
103032,0,1
103036,0,1
103044,1,1
103048,0,1
103052,0,1
103053,1,1
103054,0,1
103059,0,1
103060,1,1
103061,0,1
103069,0,1
103070,0,1
103072,1,1
103073,1,1
103074,0,1
103075,0,1
103077,1,1
103078,0,1
103079,0,1
103080,1,1
103081,0,1
103082,0,1
103084,0,1
103085,0,1
103086,1,1
103088,0,1
103090,0,1
103094,1,1
103097,1,1
103100,1,1
103101,0,1
103103,0,1
103105,1,1
103106,1,1
103119,1,1
103120,0,1
103121,0,1
103122,0,1
103123,0,1
103124,0,1
103125,0,1
103126,0,1
103127,0,1
103128,0,1
103129,0,1
103130,0,1
103131,0,1
103132,0,1
103133,0,1
103134,0,1
103135,0,1
103136,0,1
103137,0,1
103138,0,1
103139,0,1
103140,0,1
103141,0,1
103142,0,1
103144,0,1
103145,0,1
103146,1,1
103150,0,1
103157,1,1
103159,1,1
103162,1,1
103163,1,1
103164,1,1
103172,1,1
103178,0,1
103188,0,1
103189,0,1
103190,1,1
103192,1,1
103193,1,1
103196,1,1
103200,1,1
103201,1,1
103205,1,1
103208,1,1
103209,1,1
103210,0,1
103213,1,1
103214,1,1
103217,1,1
103221,1,1
103227,1,1
103228,1,1
103229,0,1
103233,1,1
103237,1,1
103240,1,1
103241,1,1
103243,1,1
103246,0,1
103247,1,1
103248,1,1
103249,1,1
103252,1,1
103255,1,1
103256,1,1
103257,1,1
103261,1,1
103262,1,1
103263,1,1
103265,1,1
103266,1,1
103267,1,1
103268,1,1
103279,1,1
103281,1,1
103284,1,1
103286,1,1
103288,1,1
103289,1,1
103291,1,1
103295,1,1
103296,1,1
103298,0,1
103300,1,1
103310,1,1
103313,1,1
103315,1,1
103317,1,1
103318,1,1
103320,1,1
103324,1,1
103326,1,1
103328,1,1
103332,0,1
103334,0,1
103337,1,1
103339,1,1
103341,0,1
103342,0,1
103345,1,1
103349,0,1
103351,0,1
103353,0,1
103356,0,1
103362,1,1
103368,1,1
103372,1,1
103381,1,1
103383,1,1
103384,1,1
103388,0,1
103390,0,1
103391,1,1
103392,1,1
103395,1,1
103397,1,1
103398,0,1
103401,1,1
103404,1,1
103406,1,1
103410,0,1
103416,0,1
103417,1,1
103421,1,1
103423,1,1
103424,1,1
103425,1,1
103426,1,1
103427,1,1
103430,0,1
103431,1,1
103433,1,1
103434,1,1
103437,1,1
103438,0,1
103439,1,1
103443,1,1
103444,1,1
103445,0,1
103447,0,1
103453,1,1
103455,1,1
103456,0,1
103458,1,1
103459,0,1
103460,1,1
103462,1,1
103463,1,1
103465,0,1
103466,1,1
103467,1,1
103469,1,1
103470,1,1
103476,1,1
103478,0,1
103479,1,1
103483,1,1
103486,1,1
103493,1,1
103497,1,1
103498,1,1
103501,1,1
103503,1,1
103509,1,1
103514,1,1
103519,1,1
103531,1,1
103534,1,1
103539,1,1
103543,0,1
103544,0,1
103560,1,1
103563,1,1
103598,0,0
103600,1,1
103601,1,1
103603,1,1
103605,1,1
103606,1,1
103611,1,1
103613,1,1
103614,1,1
103615,1,1
103622,1,1
103623,1,0
103625,1,1
103626,1,1
103627,1,1
103628,1,1
103630,1,1
103632,1,1
103633,0,0
103639,0,0
103641,0,0
103642,1,0
103643,1,0
103647,1,0
103648,1,0
103652,0,0
103655,1,0
103656,0,0
103658,0,0
103659,1,0
103662,0,0
103663,0,0
103664,0,0
103665,0,0
103666,0,0
103667,0,0
103671,1,0
103672,1,0
103673,1,0
103674,1,0
103676,1,0
103679,1,0
103680,0,0
103681,1,0
103682,0,0
103684,1,0
103685,0,0
103686,0,0
103690,1,0
103691,0,0
103692,1,0
103696,0,0
103697,0,0
103698,1,0
103702,0,0
103703,0,0
103711,0,0
103712,1,0
103719,1,0
103724,0,0
103726,0,0
103760,1,0
103763,1,0
103766,0,0
103776,1,0
103777,1,0
103778,0,0
103779,0,0
103780,0,0
103781,0,0
103784,1,0
103790,1,0
103791,0,0
103792,0,0
103799,0,0
103800,1,0
103801,1,0
103802,1,0
103805,0,0
103806,0,0
103807,0,0
103810,0,0
103813,1,0
103814,0,0
103818,0,0
103819,1,0
103820,1,0
103821,0,0
103823,1,0
103827,0,0
103828,0,0
103829,0,0
103830,1,0
103832,0,0
103834,0,0
103836,1,0
103839,0,0
103840,0,0
103845,0,0
103846,0,0
103847,1,0
103850,0,0
103851,0,0
103854,0,0
103855,0,0
103858,1,0
103869,0,0
103870,0,0
103877,1,0
103878,1,0
103879,1,0
103880,1,0
103881,1,0
103882,1,0
103887,1,1
103895,1,1
103895,0,1
103905,1,1
103906,0,1
103908,1,1
103909,0,1
103910,1,1
103913,1,1
103914,1,1
103915,1,1
103919,0,1
103922,0,1
103923,1,1
103925,1,1
103929,0,1
103930,0,1
103932,1,1
103933,1,1
103934,1,1
103936,1,1
103937,1,1
103941,0,1
103945,1,1
103946,1,1
103949,1,1
103950,0,1
103952,1,1
103953,0,1
103954,1,1
103955,1,1
103957,1,1
103960,0,1
103968,1,1
103969,1,1
103970,1,1
103972,0,1
103974,1,1
103976,1,1
103977,1,1
103978,1,1
103979,0,1
103981,1,1
103982,0,1
103983,1,1
103984,1,1
103986,1,1
103987,0,1
103989,0,1
103990,0,1
103995,0,1
103996,0,1
103997,1,1
104000,1,1
104018,1,1
104019,1,1
104038,1,0
104039,0,0
104040,0,0
104042,0,0
104046,0,0
104049,0,0
104050,0,0
104052,0,0
104053,0,0
104054,0,0
104056,0,0
104057,1,0
104060,1,0
104065,0,0
104070,1,0
104074,0,0
104075,0,0
104076,0,0
104077,1,0
104079,0,0
104084,0,0
104087,0,0
104090,0,0
104092,0,0
104093,0,0
104094,0,0
104097,0,0
104105,1,0
104130,1,0
104131,1,0
104132,1,0
104133,1,0
104134,0,0
104135,0,0
104136,0,0
104137,0,0
104138,0,0
104139,0,0
104140,0,0
104141,0,0
104142,1,0
104143,1,0
104144,1,0
104145,1,0
104147,1,0
104150,0,0
104153,1,0
104157,1,0
104160,1,0
104161,0,0
104162,1,0
104163,1,0
104168,1,0
104169,1,0
104170,1,0
104174,1,0
104175,1,0
104176,1,0
104178,1,0
104179,1,0
104187,0,0
104188,1,0
104189,1,0
104191,1,0
104192,0,0
104196,1,0
104198,0,0
104202,0,0
104203,1,0
104204,1,0
104207,1,0
104210,0,0
104212,0,0
104214,1,0
104217,0,0
104220,1,0
104222,1,0
104223,0,0
104224,1,0
104225,1,0
104226,1,0
104227,0,0
104228,0,0
104230,1,0
104231,1,0
104232,0,0
104233,1,0
104234,1,0
104235,1,0
104236,1,0
104239,1,0
104240,0,0
104241,0,0
104255,0,0
104259,1,1
104269,1,0
104271,1,0
104274,1,0
104275,1,0
104278,0,1
104279,0,1
104280,0,1
104281,0,1
104283,0,1
104285,0,1
104288,1,1
104290,1,1
104294,1,1
104297,1,1
104302,1,1
104304,1,1
104310,1,1
104311,1,1
104312,0,1
104315,1,1
104317,1,1
104320,1,1
104322,1,1
104323,1,1
104325,1,1
104327,1,1
104330,1,1
104332,0,1
104334,1,1
104342,1,1
104345,1,1
104350,1,1
104362,0,1
104366,0,1
104372,1,1
104378,1,1
104382,1,1
104384,1,1
104387,1,1
104395,1,1
104412,1,1
104415,1,1
104418,1,0
104420,1,0
104423,1,0
104425,0,0
104427,0,0
104429,1,0
104431,1,0
104432,1,0
104444,1,0
104446,0,0
104447,1,0
104448,1,0
104453,1,0
104454,0,0
104459,0,0
104460,1,0
104461,1,0
104463,1,0
104464,1,0
104466,1,0
104467,1,1
104468,0,0
104469,1,0
104470,0,0
104472,1,0
104474,1,0
104475,1,0
104476,0,0
104477,0,0
104479,1,0
104480,1,0
104481,1,0
104482,1,0
104495,1,0
104498,1,0
104500,1,0
104503,0,1
104504,0,1
104505,0,1
104506,0,1
104507,0,1
104516,1,1
104517,0,1
104519,1,1
104521,0,1
104522,0,1
104530,1,1
104545,0,1
104549,1,1
104550,1,1
104554,1,1
104555,1,1
104557,1,1
104564,1,1
104565,1,1
104569,1,1
104570,1,1
104571,1,1
104589,1,1
104591,1,1
104593,0,1
104600,1,1
104610,1,1
104611,1,1
104613,1,1
104616,1,1
104622,1,1
104624,0,1
104625,0,1
104629,0,1
104632,1,1
104633,1,1
104634,1,1
104635,1,1
104636,0,1
104638,1,1
104640,1,1
104641,1,1
104642,0,1
104643,0,1
104646,1,1
104648,1,1
104649,1,1
104650,1,1
104651,1,1
104652,1,1
104656,1,1
104660,1,1
104661,0,1
104664,1,1
104667,0,1
104670,1,1
104673,0,1
104676,0,1
104678,1,1
104679,0,1
104681,1,1
104682,0,1
104688,1,1
104698,0,1
104700,1,1
104703,0,1
104705,0,1
104706,1,1
104712,0,1
104713,1,1
104714,1,1
104715,1,1
104717,1,1
104721,0,1
104734,1,1
104735,1,1
104736,1,1
104739,1,1
104742,1,1
104744,1,1
104748,1,1
104749,1,1
104750,1,1
